Target,Source,BDeu
AT3G18660,AT1G18570,-324.149808631667
AT3G18660,AT1G34670,-414.967595620562
AT3G18660,AT5G47390,-437.036333788691
AT3G18660,AT1G65300,-437.847263990324
AT3G18660,AT1G65330,-439.233558332694
AT3G18660,AT4G00050,-454.54072382577
AT3G18660,AT3G50330,-455.639336097771
AT3G18660,AT3G60530,-455.639336097771
AT3G18660,AT4G00180,-455.639336097771
AT3G18660,AT2G40970,-455.639336097771
AT3G18660,AT4G00150,-455.639336097771
AT3G18660,AT4G01250,-455.639336097771
AT3G18660,AT4G06746,-455.639336097771
AT3G18660,AT5G61420,-455.639336097771
AT3G18660,AT2G40220,-455.639336097771
AT3G18660,AT2G44940,-455.639336097771
AT3G18660,AT3G29035,-459.340638017717
AT3G18660,AT5G03740,-473.143726134849
AT3G18660,AT5G22890,-473.143726134849
AT3G18660,AT3G56970,-473.143726134849
AT3G18660,AT2G36890,-473.549191238791
AT3G18660,AT3G16857,-474.935485574911
AT3G18660,AT4G37610,-474.935485574911
AT3G18660,AT5G17430,-477.538175222855
AT3G18660,AT4G01720,-490.648116171927
AT3G18660,AT1G36060,-490.648116171927
AT3G18660,AT1G43160,-490.648116171927
AT3G18660,AT3G03660,-490.648116171927
AT3G18660,AT1G71030,-490.648116171927
AT3G18660,AT2G25900,-490.648116171927
AT3G18660,AT3G01970,-490.648116171927
AT3G18660,AT3G16770,-490.648116171927
AT3G18660,AT4G00730,-490.648116171927
AT3G18660,AT5G12330,-490.648116171927
AT3G18660,AT1G56650,-490.648116171927
AT3G18660,AT3G17600,-490.648116171927
AT3G18660,AT3G27650,-490.648116171927
AT3G18660,AT4G14540,-490.648116171927
AT3G18660,AT4G27900,-490.648116171927
AT3G18660,AT4G29080,-490.648116171927
AT3G18660,AT4G39780,-490.648116171927
AT3G18660,AT5G25890,-490.648116171927
AT3G18660,AT1G28520,-490.648116171927
AT3G18660,AT1G30650,-490.648116171927
AT3G18660,AT1G50420,-490.648116171927
AT3G18660,AT1G72450,-490.648116171927
AT3G18660,AT1G75080,-490.648116171927
AT3G18660,AT1G79700,-490.648116171927
AT3G18660,AT2G04890,-490.648116171927
AT3G18660,AT2G14210,-490.648116171927
AT3G18660,AT2G23290,-490.648116171927
AT3G18660,AT2G24260,-490.648116171927
AT3G18660,AT3G24120,-490.648116171927
AT3G18660,AT4G30980,-490.648116171927
AT3G18660,AT4G36780,-490.648116171927
AT3G18660,AT4G37260,-490.648116171927
AT3G18660,AT5G07100,-490.648116171927
AT3G18660,AT5G13790,-490.648116171927
AT3G18660,AT5G21120,-490.648116171927
AT3G18660,AT5G57620,-490.648116171927
AT3G18660,AT3G58190,-490.648116171928
AT3G18660,AT1G49475,-490.648116171928
AT3G18660,AT1G77450,-490.648116171928
AT3G18660,AT4G29930,-490.648116171928
AT3G18660,AT5G17490,-490.648116171928
AT3G18660,AT5G51790,-490.648116171928
AT3G18660,AT1G74500,-490.648116171928
AT3G18660,AT3G03450,-490.648116171928
AT3G18660,AT1G10480,-490.648116171928
AT3G18660,AT3G11580,-490.648116171928
AT3G18660,AT3G18400,-490.648116171928
AT3G18660,AT5G60890,-490.648116171928
AT3G18660,AT5G44160,-491.746728443929
AT3G18660,AT5G39610,-491.746728443929
AT3G18660,AT1G03970,-492.15219354162
AT3G18660,AT5G66700,-492.439875611989
AT3G18660,AT1G75490,-493.53848788399
AT3G18660,AT2G18350,-493.53848788399
AT3G18660,AT5G59820,-493.53848788399
AT3G18660,AT4G28140,-493.943952987932
AT3G18660,AT3G15500,-494.23163505205
AT3G18660,AT5G58010,-509.944265649067
AT3G18660,AT1G27650,-509.944265649067
AT3G18660,AT5G53950,-509.944265649067
AT3G18660,AT1G43700,-509.944265649067
AT3G18660,AT2G23340,-510.637412817127
AT3G18660,AT1G07640,-513.004536410425
AT3G18660,AT5G43170,-521.270186455172
AT3G18660,AT1G59750,-527.448655686145
AT3G18660,AT5G61590,-527.736337756514
AT3G18660,AT1G74650,-527.854120790087
AT3G18660,AT5G19790,-528.141802854205
AT3G18660,AT1G67710,-528.141802854205
AT3G18660,AT2G28200,-528.141802854205
AT3G18660,AT3G15210,-529.645880230148
AT3G18660,AT3G06740,-531.725321740578
AT3G18660,AT2G47890,-533.281515132243
AT3G18660,AT2G36080,-533.399298159566
AT3G18660,AT1G28370,-537.675964220249
AT3G18660,AT1G09530,-546.339340059343
AT3G18660,AT3G56980,-547.843417435286
AT3G18660,AT3G60630,-548.013316484582
AT3G18660,AT1G12890,-548.013316484582
AT3G18660,AT1G64380,-549.229711777656
AT3G18660,AT3G14230,-564.942342368423
AT3G18660,AT1G65620,-567.139566912426
AT3G18660,AT5G51780,-568.408078233723
AT3G18660,AT3G19580,-571.586132022404
AT3G18660,AT1G57560,-574.881968838408
AT3G18660,AT3G10040,-577.36687544653
AT3G18660,AT1G47760,-578.870952822473
AT3G18660,AT5G44260,-582.159050341383
AT3G18660,AT5G14370,-584.238491845563
AT3G18660,AT4G25470,-585.50700316686
AT3G18660,AT2G31180,-587.416545634244
AT3G18660,AT1G68840,-590.189134325234
AT3G18660,AT5G60850,-593.079506043546
AT3G18660,AT5G64750,-594.583583419489
AT3G18660,AT4G17500,-595.276730587549
AT3G18660,AT5G53660,-597.068490027611
AT3G18660,AT5G46710,-600.068905482403
AT3G18660,AT2G29060,-601.742881882641
AT3G18660,AT5G13330,-602.148346986582
AT3G18660,AT3G16350,-602.841494154642
AT3G18660,AT3G56400,-604.227788490762
AT3G18660,AT1G15050,-604.633253613454
AT3G18660,AT4G11140,-606.189446992619
AT3G18660,AT2G46970,-607.98120643268
AT3G18660,AT1G44830,-608.386671536622
AT3G18660,AT1G17310,-608.792136640563
AT3G18660,AT5G08330,-610.178430976683
AT3G18660,AT5G06710,-611.277043248685
AT3G18660,AT1G21910,-611.277043248685
AT3G18660,AT5G47220,-611.682508346376
AT3G18660,AT4G31550,-613.474267792687
AT3G18660,AT5G47640,-614.572880064689
AT3G18660,AT4G09460,-615.67149233669
AT3G18660,AT5G46690,-618.554124751659
AT3G18660,AT5G41570,-621.039031359781
AT3G18660,AT1G42990,-624.099302127389
AT3G18660,AT1G74840,-625.485596463509
AT3G18660,AT5G12870,-625.89106156745
AT3G18660,AT2G43140,-629.186898389704
AT3G18660,AT5G23280,-633.869029541829
AT3G18660,AT2G28550,-633.869029541829
AT3G18660,AT5G13910,-640.33518084317
AT3G18660,AT1G79840,-640.505079892465
AT3G18660,AT5G47230,-641.02832802373
AT3G18660,AT4G05100,-646.285823322841
AT3G18660,AT1G66140,-660.899841641606
AT3G18660,AT3G61630,-661.592988815916
AT3G18660,AT4G37540,-662.691601087918
AT3G18660,AT5G10970,-664.888825631921
AT3G18660,AT2G46990,-664.888825631921
AT3G18660,AT3G15030,-665.294290735862
AT3G18660,AT3G58710,-670.669569056046
AT3G18660,AT5G06250,-681.700068494689
AT3G18660,AT2G22430,-683.086362837059
AT3G18660,AT4G28110,-683.086362837059
