Target,Source,BDeu
AT2G37090,AT3G58190,-106.372760798047
AT2G37090,AT1G49475,-106.372760798047
AT2G37090,AT1G77450,-106.372760798047
AT2G37090,AT4G29930,-106.372760798047
AT2G37090,AT5G17490,-106.372760798047
AT2G37090,AT5G51790,-106.372760798047
AT2G37090,AT1G74500,-106.372760798047
AT2G37090,AT3G03450,-106.372760798047
AT2G37090,AT3G50330,-106.372760798047
AT2G37090,AT5G03740,-106.372760798047
AT2G37090,AT1G36060,-106.372760798047
AT2G37090,AT1G43160,-106.372760798047
AT2G37090,AT3G03660,-106.372760798047
AT2G37090,AT1G71030,-106.372760798047
AT2G37090,AT2G25900,-106.372760798047
AT2G37090,AT3G01970,-106.372760798047
AT2G37090,AT3G16770,-106.372760798047
AT2G37090,AT3G60530,-106.372760798047
AT2G37090,AT4G00180,-106.372760798047
AT2G37090,AT4G00730,-106.372760798047
AT2G37090,AT5G12330,-106.372760798047
AT2G37090,AT1G56650,-106.372760798047
AT2G37090,AT2G40970,-106.372760798047
AT2G37090,AT3G17600,-106.372760798047
AT2G37090,AT3G27650,-106.372760798047
AT2G37090,AT4G00150,-106.372760798047
AT2G37090,AT4G01250,-106.372760798047
AT2G37090,AT4G06746,-106.372760798047
AT2G37090,AT4G14540,-106.372760798047
AT2G37090,AT4G27900,-106.372760798047
AT2G37090,AT4G29080,-106.372760798047
AT2G37090,AT4G39780,-106.372760798047
AT2G37090,AT5G25890,-106.372760798047
AT2G37090,AT5G19790,-122.652975308686
AT2G37090,AT2G23340,-123.97473116114
AT2G37090,AT5G58010,-125.543346927693
AT2G37090,AT3G56970,-125.697497602661
AT2G37090,AT5G22890,-125.697497602661
AT2G37090,AT3G15210,-136.581814819855
AT2G37090,AT1G64380,-173.963588776137
AT2G37090,AT3G06740,-179.205335548242
AT2G37090,AT1G17310,-194.387174689639
AT2G37090,AT1G42990,-195.773468999738
AT2G37090,AT1G74840,-195.773468999738
AT2G37090,AT3G58710,-198.957220419398
AT2G37090,AT5G64750,-201.172794106336
AT2G37090,AT3G56400,-202.467412869958
AT2G37090,AT4G25470,-203.078399939631
AT2G37090,AT3G60630,-204.793198292893
AT2G37090,AT5G23280,-207.194699241701
AT2G37090,AT2G28550,-207.194699241701
AT2G37090,AT5G51780,-215.231737196167
AT2G37090,AT3G61630,-216.279705640994
AT2G37090,AT5G41570,-217.692690210003
AT2G37090,AT2G36080,-219.334380292188
AT2G37090,AT5G44260,-221.584510319824
AT2G37090,AT5G13910,-222.324177598954
AT2G37090,AT5G47640,-225.056180793152
AT2G37090,AT4G31550,-230.170424819404
AT2G37090,AT1G44830,-230.295988062301
AT2G37090,AT2G43140,-233.950668844719
AT2G37090,AT4G11140,-234.333661176185
AT2G37090,AT4G37540,-234.980288224728
AT2G37090,AT5G39610,-235.47412903298
AT2G37090,AT4G28110,-235.537734922275
AT2G37090,AT5G10970,-237.465194687441
AT2G37090,AT2G46990,-237.820117220569
AT2G37090,AT2G25820,-237.820117220569
AT2G37090,AT5G53660,-237.908880916444
AT2G37090,AT5G08330,-241.09556412012
AT2G37090,AT5G67060,-245.43073974243
AT2G37090,AT4G17500,-246.856104489171
AT2G37090,AT1G57560,-247.212779515066
AT2G37090,AT5G10120,-248.908645665867
AT2G37090,AT1G79840,-250.249232671876
AT2G37090,AT1G66140,-250.585805705379
AT2G37090,AT5G12870,-250.585805705379
AT2G37090,AT1G06180,-250.621842772168
AT2G37090,AT5G57520,-251.68441792602
AT2G37090,AT2G47890,-252.547464091788
AT2G37090,AT5G17810,-253.786332311235
AT2G37090,AT3G02940,-253.786332311235
AT2G37090,AT1G29160,-255.227343285214
AT2G37090,AT2G22770,-257.337225728076
AT2G37090,AT4G09460,-259.408700057428
AT2G37090,AT3G02550,-263.292221280276
AT2G37090,AT2G22430,-264.244981664169
AT2G37090,AT5G53980,-265.477125129232
AT2G37090,AT1G49130,-266.375296451424
AT2G37090,AT1G01380,-266.414035261607
AT2G37090,AT5G48890,-266.681097953966
AT2G37090,AT4G16750,-267.748457626418
AT2G37090,AT2G37740,-267.753809447625
AT2G37090,AT3G49930,-271.943463961606
AT2G37090,AT1G28370,-272.095344324701
AT2G37090,AT3G10040,-275.099044870188
AT2G37090,AT5G60850,-275.277751471554
AT2G37090,AT1G47760,-278.078510921425
AT2G37090,AT5G47220,-278.396964554883
AT2G37090,AT5G06710,-278.948281570035
AT2G37090,AT4G05100,-283.279766200671
AT2G37090,AT5G43170,-289.425381038393
AT2G37090,AT3G25730,-291.091577410415
AT2G37090,AT1G67100,-299.536162280829
AT2G37090,AT3G19580,-300.047089900295
AT2G37090,AT5G47230,-304.747239316426
AT2G37090,AT3G15030,-311.509041463721
AT2G37090,AT1G72360,-312.200105174796
AT2G37090,AT1G52890,-317.770355902196
AT2G37090,AT3G23240,-318.848578742551
AT2G37090,AT2G45160,-320.891069501039
AT2G37090,AT2G46970,-320.98913067759
AT2G37090,AT4G14550,-324.005167385535
AT2G37090,AT1G53230,-326.498270816052
AT2G37090,AT1G52830,-328.513173656322
AT2G37090,AT3G60390,-329.501970946573
AT2G37090,AT1G68840,-335.128793351829
AT2G37090,AT1G25560,-343.029799760398
