Target,Source,BDeu
AT2G28110,AT3G15210,-736.501650356542
AT2G28110,AT2G28200,-736.501650356542
AT2G28110,AT1G03970,-742.675434316001
AT2G28110,AT3G56980,-757.078731961089
AT2G28110,AT5G53950,-761.278435805636
AT2G28110,AT1G75490,-772.398320360274
AT2G28110,AT1G49475,-791.224465312335
AT2G28110,AT3G03450,-791.224465312335
AT2G28110,AT4G01250,-791.224465312335
AT2G28110,AT4G14540,-791.224465312335
AT2G28110,AT4G29080,-791.224465312335
AT2G28110,AT1G75080,-791.224465312335
AT2G28110,AT1G79700,-791.224465312335
AT2G28110,AT2G23290,-791.224465312335
AT2G28110,AT3G24120,-791.224465312335
AT2G28110,AT4G37260,-791.224465312335
AT2G28110,AT5G13790,-791.224465312335
AT2G28110,AT5G61420,-791.224465312335
AT2G28110,AT4G30980,-792.610759173455
AT2G28110,AT5G19790,-792.898441190351
AT2G28110,AT5G58010,-793.303906187348
AT2G28110,AT4G01720,-794.402518031572
AT2G28110,AT1G17310,-801.533419706312
AT2G28110,AT3G60530,-805.445441645074
AT2G28110,AT4G00150,-805.445441645074
AT2G28110,AT4G06746,-805.445441645074
AT2G28110,AT2G44940,-805.445441645074
AT2G28110,AT1G65300,-805.73312366197
AT2G28110,AT1G27650,-806.138588492301
AT2G28110,AT3G50330,-806.138588492301
AT2G28110,AT1G36060,-806.138588492301
AT2G28110,AT1G43160,-806.138588492301
AT2G28110,AT3G03660,-806.138588492301
AT2G28110,AT3G58190,-806.138588492301
AT2G28110,AT1G71030,-806.138588492301
AT2G28110,AT1G77450,-806.138588492301
AT2G28110,AT2G25900,-806.138588492301
AT2G28110,AT3G01970,-806.138588492301
AT2G28110,AT3G16770,-806.138588492301
AT2G28110,AT4G00730,-806.138588492301
AT2G28110,AT4G29930,-806.138588492301
AT2G28110,AT5G12330,-806.138588492301
AT2G28110,AT5G17490,-806.138588492301
AT2G28110,AT5G51790,-806.138588492301
AT2G28110,AT1G56650,-806.138588492301
AT2G28110,AT1G74500,-806.138588492301
AT2G28110,AT3G17600,-806.138588492301
AT2G28110,AT3G27650,-806.138588492301
AT2G28110,AT4G27900,-806.138588492301
AT2G28110,AT4G39780,-806.138588492301
AT2G28110,AT5G25890,-806.138588492301
AT2G28110,AT1G10480,-806.138588492301
AT2G28110,AT1G28520,-806.138588492301
AT2G28110,AT1G50420,-806.138588492301
AT2G28110,AT1G72450,-806.138588492301
AT2G28110,AT2G04890,-806.138588492301
AT2G28110,AT2G14210,-806.138588492301
AT2G28110,AT2G24260,-806.138588492301
AT2G28110,AT3G18400,-806.138588492301
AT2G28110,AT5G07100,-806.138588492301
AT2G28110,AT5G21120,-806.138588492301
AT2G28110,AT5G57620,-806.138588492301
AT2G28110,AT5G60890,-806.138588492301
AT2G28110,AT5G03740,-806.831735506194
AT2G28110,AT2G40220,-806.831735506194
AT2G28110,AT4G37610,-807.11941752309
AT2G28110,AT4G36780,-807.930347350418
