Target,Source,BDeu
AT2G37090,AT5G12870,-31.6845586062204
AT2G37090,AT5G46690,-33.8817809613375
AT2G37090,AT2G44940,-33.9646685548554
AT2G37090,AT5G60890,-33.9646685548554
AT2G37090,AT5G67060,-35.4687449794102
AT2G37090,AT3G60530,-35.4687449794102
AT2G37090,AT2G22770,-35.4687449794102
AT2G37090,AT3G60630,-35.4687449794102
AT2G37090,AT5G58010,-35.4687449794102
AT2G37090,AT3G15500,-35.4687449794102
AT2G37090,AT3G02550,-35.9612203155204
AT2G37090,AT4G05100,-35.9612203155204
AT2G37090,AT1G49130,-35.9612203155204
AT2G37090,AT3G11580,-35.9612203155204
AT2G37090,AT4G28140,-35.9612203155204
AT2G37090,AT5G13910,-36.7215072633822
AT2G37090,AT4G17500,-36.7215072633822
AT2G37090,AT3G16770,-36.9350811728989
AT2G37090,AT1G43160,-37.347513739141
AT2G37090,AT2G45160,-37.347513739141
AT2G37090,AT4G31550,-37.347513739141
AT2G37090,AT5G47230,-37.347513739141
AT2G37090,AT1G06180,-37.347513739141
AT2G37090,AT1G44830,-37.347513739141
AT2G37090,AT1G77450,-37.347513739141
AT2G37090,AT5G10120,-37.347513739141
AT2G37090,AT5G57520,-37.347513739141
AT2G37090,AT1G52830,-37.347513739141
AT2G37090,AT1G66140,-37.347513739141
AT2G37090,AT3G56970,-37.347513739141
AT2G37090,AT4G06746,-37.347513739141
AT2G37090,AT1G07640,-37.347513739141
AT2G37090,AT1G50420,-37.347513739141
AT2G37090,AT1G75080,-37.347513739141
AT2G37090,AT5G59820,-37.347513739141
AT2G37090,AT4G28110,-37.4146529856114
AT2G37090,AT1G47760,-37.4146529856114
AT2G37090,AT2G25900,-37.4146529856114
AT2G37090,AT3G01970,-37.4146529856114
AT2G37090,AT4G00730,-37.4146529856114
AT2G37090,AT4G29930,-37.4146529856114
AT2G37090,AT5G12330,-37.4146529856114
AT2G37090,AT5G51790,-37.4146529856114
AT2G37090,AT3G27650,-37.4146529856114
AT2G37090,AT4G01250,-37.4146529856114
AT2G37090,AT4G29080,-37.4146529856114
AT2G37090,AT4G39780,-37.4146529856114
AT2G37090,AT5G25190,-37.4146529856114
AT2G37090,AT1G68840,-37.7460110418932
AT2G37090,AT1G25560,-38.3954817177901
AT2G37090,AT4G16750,-38.3954817177901
AT2G37090,AT1G28370,-38.3954817177901
AT2G37090,AT1G52890,-38.3954817177901
AT2G37090,AT3G03660,-38.3954817177901
AT2G37090,AT3G23240,-38.3954817177901
AT2G37090,AT3G60390,-38.3954817177901
AT2G37090,AT5G44260,-38.3954817177901
AT2G37090,AT5G47220,-38.3954817177901
AT2G37090,AT5G53980,-38.3954817177901
AT2G37090,AT1G17310,-38.3954817177901
AT2G37090,AT2G37740,-38.3954817177901
AT2G37090,AT3G14230,-38.3954817177901
AT2G37090,AT5G17490,-38.5132646492799
AT2G37090,AT1G56650,-38.5132646492799
AT2G37090,AT4G14540,-38.5132646492799
AT2G37090,AT5G19790,-38.5132646492799
AT2G37090,AT1G21910,-38.5132646492799
AT2G37090,AT1G34670,-38.5132646492799
AT2G37090,AT5G46710,-38.5132646492799
AT2G37090,AT5G53950,-38.5132646492799
