id,t0,t1,t2,t3,t4,t5,t6
AT1G06180,1.4932,1.37503333333,1.18223333333,1.17523333333,0.817766666667,0.760133333333,0.8504
AT1G17310,0.1383,0.212766666667,0.1681,0.6419,1.04956666667,0.943366666667,0.940633333333
AT1G44830,30.3206,35.1665333333,38.3228,56.2753666667,59.0944333333,48.3360666667,47.0473333333
AT1G47760,1.75193333333,1.47233333333,1.09646666667,1.15266666667,0.9588,1.0238,1.34606666667
AT1G49475,3.8645,2.62056666667,3.9527,3.5617,2.2595,1.49966666667,1.22153333333
AT1G53230,18.2235333333,21.6731333333,24.5726,24.1263666667,30.7381666667,32.7900333333,23.5891666667
AT1G71030,2.39583333333,2.67823333333,3.13906666667,3.78263333333,4.65613333333,6.01236666667,13.7848666667
AT1G77450,21.0085,18.6206333333,20.6272,12.6421666667,10.9468666667,8.74566666667,8.00353333333
AT1G79840,3.3249,3.72516666667,3.3101,2.1858,2.1226,2.9028,3.88246666667
AT2G25900,17.4234,17.1426666667,18.3956,19.9456,27.1709,31.0151,39.8969666667
AT2G36080,30.7459666667,35.4338,37.7992333333,35.5513666667,47.0712666667,46.4866333333,45.2135333333
AT2G43140,0.615366666667,0.4972,0.957733333333,2.28556666667,3.22283333333,2.9935,2.81733333333
AT2G46990,17.8939,19.6441333333,18.0269,17.5595333333,32.0534,34.9334,34.6406333333
AT2G47890,4.651,4.1458,4.84396666667,3.44816666667,3.08153333333,3.36413333333,4.07613333333
AT3G01970,3.29213333333,2.767,3.4124,4.716,9.1546,13.5811333333,19.8951
AT3G02550,11.5090666667,9.04596666667,8.8672,15.4159666667,22.3579,23.1090333333,21.4162333333
AT3G15030,9.87326666667,11.2502333333,11.8754,11.4712333333,16.1085,14.3765666667,9.51826666667
AT3G16770,45.4761333333,47.3001,51.9409,48.7728666667,92.7942,245.942766667,574.453033333
AT3G56400,1.35256666667,1.0633,1.15236666667,2.04366666667,2.8404,2.73196666667,3.70726666667
AT3G58710,7.1855,7.4823,5.75516666667,5.15983333333,4.77796666667,6.18006666667,6.7743
AT3G60530,232.760766667,256.310233333,306.636766667,266.5684,366.6071,383.364233333,399.291633333
AT4G00180,16.7949333333,21.4820666667,22.4480333333,19.3423,26.3703666667,28.3532666667,29.3761666667
AT4G00730,23.5658666667,24.236,26.398,26.2429333333,35.3852333333,37.0166666667,39.6305
AT4G05100,7.0219,6.47023333333,4.4306,4.47463333333,2.8173,2.97963333333,4.17126666667
AT4G09460,16.0979,15.5829,13.6384333333,10.7137333333,9.28346666667,10.7201333333,15.9011
AT4G14550,3.53666666667,2.99903333333,2.64636666667,2.3248,1.93386666667,1.79763333333,2.79596666667
AT4G29930,4.0403,3.80723333333,2.15156666667,1.62886666667,0.495733333333,0.431233333333,0.321366666667
AT5G10120,16.003,11.1227666667,15.1083666667,13.3023,5.8105,6.81253333333,5.15026666667
AT5G12330,0.5123,0.615866666667,0.6571,0.697466666667,1.2768,2.00193333333,2.64226666667
AT5G17490,6.53056666667,6.4489,7.90166666667,5.55336666667,4.04426666667,3.6577,2.91226666667
AT5G17810,2.23846666667,1.71213333333,1.7735,2.36203333333,1.0823,1.04466666667,1.0784
AT5G48890,37.7536333333,36.8733,72.7806666667,76.9181,87.5791,86.6345666667,65.2598
AT5G51780,25.4064333333,27.6379333333,23.0520666667,22.7039333333,14.9866,15.8004333333,16.1432666667
AT5G51790,3.13863333333,3.02373333333,2.4993,2.39283333333,1.8517,1.35053333333,1.13426666667
AT5G53660,32.7144,32.6165666667,33.9528,43.0068,58.7859333333,53.2064666667,52.5771666667
AT5G57520,3.66596666667,3.95156666667,4.1524,4.32666666667,7.4002,10.6077333333,9.56713333333
AT5G64750,0.574266666667,0.472466666667,0.601433333333,0.894066666667,1.1486,0.7862,0.665466666667
