id,t0,t1,t2,t3,t4,t5,t6
AT3G16350,1.15996666667,1.20063333333,1.16443333333,1.3455,1.571,1.36656666667,2.17783333333
AT3G16857,14.4065333333,13.7944666667,13.3479,13.0343666667,13.7016666667,16.0538,23.3576333333
AT3G18400,2.281,2.62696666667,1.4433,1.3236,1.17076666667,0.822133333333,0.294133333333
AT3G24120,7.9077,9.64463333333,8.43203333333,8.63403333333,11.2777666667,11.7751333333,14.6066333333
AT3G29035,7.35696666667,6.6834,6.948,10.3627333333,9.51356666667,10.1782666667,12.2476
AT3G56980,4.50386666667,5.45453333333,4.5132,4.9171,4.71836666667,4.50053333333,2.45996666667
AT4G00050,2.11293333333,2.68243333333,1.68576666667,1.43606666667,2.75356666667,3.1971,4.4344
AT4G01720,2.6217,2.70116666667,2.75526666667,3.33816666667,3.30846666667,3.77293333333,3.9473
AT4G18890,2.61136666667,2.16333333333,2.6135,2.10696666667,1.42833333333,1.56556666667,1.25493333333
AT4G28140,4.651,4.03606666667,3.8765,1.39196666667,2.08766666667,1.10113333333,0.6683
AT4G30980,15.1937666667,17.9881333333,16.0090666667,15.9547333333,18.3867666667,21.0020666667,25.1861
AT4G36780,32.7664,32.1511333333,33.8047666667,31.5135666667,34.7130666667,42.7906333333,52.4094666667
AT4G37260,20.4952333333,19.0862666667,19.2271,18.9735666667,23.0282,26.6998,35.5291333333
AT4G37610,1.4846,1.8569,1.55513333333,1.41203333333,1.664,2.23266666667,5.75116666667
AT5G06250,0.9477,1.01383333333,1.62933333333,1.54776666667,1.73816666667,1.38723333333,1.46163333333
AT5G07100,0.8408,0.6464,0.846033333333,1.16726666667,1.25243333333,1.40286666667,2.2216
AT5G13080,2.00003333333,1.41713333333,1.84216666667,3.41846666667,3.3959,2.53686666667,3.43786666667
AT5G13330,14.9724333333,14.2389666667,14.73,19.4857,22.8287333333,22.1923666667,26.0991666667
AT5G13790,1.42423333333,0.988066666667,1.19373333333,1.0567,2.266,2.34233333333,2.43916666667
AT5G14370,3.52763333333,3.14446666667,2.47533333333,2.64563333333,3.93573333333,3.53946666667,5.3315
AT5G17430,1.172,0.800733333333,0.9808,1.506,1.3162,1.45133333333,2.0883
AT5G21120,0.3915,0.305966666667,0.329133333333,0.617466666667,0.627166666667,0.774766666667,1.14523333333
AT5G25190,13.2750666667,14.0320666667,16.4962,19.2066666667,23.6622333333,23.0831,24.0191
AT5G44160,1.99976666667,2.56126666667,2.24853333333,1.9218,2.2934,2.90226666667,2.99276666667
AT5G46690,1.19306666667,0.794533333333,0.8354,0.638966666667,0.322266666667,0.3408,0.270266666667
AT5G46710,8.71376666667,8.47053333333,7.71726666667,9.36516666667,13.2507333333,12.9073,14.7159333333
AT5G47390,18.3626,20.5490333333,17.4192666667,15.7382,20.7652333333,23.2621333333,29.6075666667
AT5G53950,0.351266666667,0.380466666667,0.507033333333,0.5045,0.4741,0.688966666667,1.07766666667
AT5G57620,3.6935,3.42486666667,3.3804,3.70063333333,3.8922,4.08826666667,6.5876
AT5G59820,7.55776666667,6.55066666667,7.71576666667,4.06713333333,4.90966666667,3.2921,2.723
AT5G60890,14.8370666667,13.5029333333,9.61686666667,8.39393333333,5.2629,5.04666666667,4.32083333333
AT5G61420,0.289033333333,0.241666666667,0.179033333333,0.172133333333,0.495466666667,0.706666666667,1.23743333333
AT5G61590,9.94996666667,13.2330666667,12.2387666667,11.9572,9.86763333333,11.5987,16.1141666667
AT5G66700,0.2754,0.195,0.2416,0.533233333333,0.433633333333,0.696433333333,1.9097
