id,t0,t1,t2,t3,t4,t5,t6
AT1G03970,5.37836666667,4.24843333333,3.82663333333,4.54793333333,5.06576666667,5.24163333333,8.7756
AT1G07640,7.6626,8.58916666667,8.8456,8.2583,9.97656666667,11.5053666667,11.4988
AT1G09530,16.6416,15.5060666667,15.9764,27.5098,27.9483,26.9292666667,36.0684333333
AT1G10480,3.01486666667,3.2294,2.38413333333,2.18533333333,1.8049,1.5916,1.37526666667
AT1G12890,1.0894,0.862533333333,1.21696666667,0.981533333333,0.7953,0.599466666667,0.602066666667
AT1G15050,0.699466666667,0.5997,1.0147,0.660566666667,0.473533333333,0.735233333333,1.1345
AT1G18570,5.1572,4.03433333333,5.0972,6.38086666667,4.9353,5.7438,7.93103333333
AT1G19180,16.3808333333,17.666,18.8129,24.9721333333,20.3802666667,19.1766333333,26.1829
AT1G21910,49.5035666667,49.8404666667,62.6356666667,81.0410666667,92.9854,88.1408,87.5381666667
AT1G27650,59.2808,65.4514666667,60.1255333333,49.5279666667,55.7917,73.6007666667,90.6989
AT1G27740,1.7578,1.37693333333,1.47686666667,2.6403,1.9334,3.04516666667,2.66576666667
AT1G28520,7.3376,7.1763,7.40136666667,10.3545,12.0552666667,12.7515,13.0321666667
AT1G30650,6.52733333333,7.0883,7.01913333333,6.64743333333,7.2378,9.84106666667,12.1032
AT1G34670,1.48543333333,1.45753333333,1.10083333333,0.842033333333,1.36333333333,0.965133333333,0.415133333333
AT1G43700,16.195,16.7892,14.9809666667,12.8992666667,15.8957,18.5996666667,30.4061
AT1G50420,13.2609,13.9767333333,15.5634,17.4385,21.9556666667,21.9558,22.0094
AT1G59750,7.52326666667,7.15983333333,6.75163333333,7.34693333333,6.9886,8.00563333333,11.5511666667
AT1G65300,0.100033333333,0.0252,0.0260666666667,0.001,0.0743666666667,0.112866666667,1.21406666667
AT1G65330,0.163966666667,0.109233333333,0.0750666666667,0.0985333333333,0.0568,0.0377666666667,1.19356666667
AT1G65620,2.8867,2.8239,3.7236,2.64876666667,2.03333333333,2.10526666667,1.30723333333
AT1G67710,1.14566666667,1.2065,1.16303333333,0.986966666667,1.0753,1.49793333333,2.46666666667
AT1G72450,1.68513333333,1.78546666667,1.91103333333,2.41826666667,2.43886666667,2.88223333333,3.10426666667
AT1G73830,12.2837666667,12.6379666667,13.6938666667,22.1839,26.4728333333,22.3768333333,26.1397
AT1G74650,2.15486666667,1.69566666667,1.64273333333,2.9005,3.29753333333,3.23576666667,5.42083333333
AT1G75080,39.5068,48.9274666667,41.4631666667,42.7723333333,53.5598666667,54.0962,61.7902666667
AT1G75490,1.22233333333,1.30823333333,1.61766666667,1.46,1.4777,1.58203333333,2.0892
AT1G77640,6.7736,8.06526666667,8.1583,9.6451,13.8399666667,11.9344666667,12.8627
AT1G79700,6.13593333333,6.6722,4.91623333333,6.38743333333,8.05303333333,8.61876666667,13.6112333333
AT2G04890,5.05483333333,4.931,5.362,5.523,5.52873333333,6.66386666667,8.1516
AT2G14210,0.213133333333,0.1768,0.0938666666667,0.2237,0.422766666667,0.608933333333,1.02033333333
AT2G18350,3.89733333333,3.49116666667,3.9746,5.35466666667,4.9488,5.73043333333,6.3134
AT2G23290,7.159,7.55656666667,7.0383,6.9493,9.0106,9.64346666667,12.2887
AT2G24260,13.1199333333,11.8830666667,13.5571333333,13.9432333333,18.5825333333,21.9964666667,25.1362
AT2G28200,8.7802,9.02723333333,7.89763333333,7.1468,6.98383333333,9.1897,13.5488
AT2G29060,1.85596666667,1.81556666667,1.81926666667,2.17396666667,2.75416666667,2.57633333333,3.39536666667
AT2G31180,0.685566666667,0.7526,0.519666666667,0.946,1.29926666667,1.0853,1.544
AT2G34140,1.3198,1.5797,1.33283333333,1.34383333333,2.2909,2.83366666667,2.3759
AT2G36890,5.4013,4.7173,4.67793333333,8.0904,8.897,8.6567,13.805
AT2G40220,10.0668666667,10.1872,14.0915,11.8328333333,7.16653333333,6.21846666667,3.05783333333
AT2G44940,14.1127666667,14.3149333333,13.0644333333,13.8519666667,11.6853,10.3554666667,8.30443333333
AT3G04060,5.3258,6.4937,6.99566666667,6.66583333333,7.54606666667,9.1283,8.01673333333
AT3G11580,4.745,5.52346666667,5.41263333333,2.9099,2.92306666667,2.63613333333,2.15666666667
AT3G14230,126.9276,111.7877,133.805933333,187.783066667,227.199833333,225.813,231.3092
AT3G15500,2.17893333333,1.75253333333,2.6156,3.6021,2.70816666667,3.79293333333,6.3642
