id,t0,t1,t2,t3,t4,t5,t6
AT1G25560,39.2819333333,47.1196,68.6635,110.685166667,120.226333333,110.500333333,117.710433333
AT1G42990,22.0974666667,14.6431333333,13.2477,15.1676666667,15.1893,16.5640666667,19.3586666667
AT1G68840,14.8021,18.0481666667,25.1114666667,28.1901666667,25.0137,25.7485666667,27.7776333333
AT2G28550,10.1637333333,8.8744,5.7982,5.65243333333,6.6776,7.2349,8.80406666667
AT2G46970,16.248,12.5343,10.4834666667,11.4634666667,13.2176666667,12.2012333333,15.2816
AT3G50330,60.3969,73.1123,92.5272666667,89.4228,110.6217,112.131633333,130.537533333
AT4G16750,4.94683333333,4.25693333333,3.1583,2.45976666667,2.5231,2.65186666667,2.35506666667
AT5G03740,30.8355,26.1751333333,19.0732333333,17.6352333333,39.9676,46.4296666667,47.8733333333
AT5G10970,1.75496666667,1.47723333333,0.8825,0.764066666667,0.814833333333,1.32386666667,1.57686666667
AT5G13910,8.73816666667,9.43836666667,14.0891,17.0496333333,21.0007333333,20.5209,21.7687333333
AT5G60850,12.8234333333,9.82683333333,8.23663333333,9.0886,7.50013333333,8.2558,12.6605666667
