id,t0,t1,t2,t3,t4,t5,t6
AT1G01380,8.64953333333,8.85046666667,9.41853333333,9.39003333333,11.4242666667,12.9968666667,10.2460666667
AT1G29160,5.05733333333,6.65653333333,6.20873333333,6.27576666667,6.6355,7.6655,7.15133333333
AT1G49130,5.8552,4.8109,2.90136666667,4.33123333333,5.00796666667,3.47493333333,3.8016
AT1G52830,8.92623333333,6.46753333333,4.0368,1.97206666667,1.66983333333,1.5214,2.09916666667
AT1G56650,0.348233333333,0.318766666667,0.219566666667,0.5061,0.650733333333,1.46783333333,2.45043333333
AT1G66140,8.21913333333,8.03466666667,10.3450333333,10.3047666667,10.8264666667,12.7521333333,12.2578
AT1G72360,1.75146666667,1.75673333333,2.107,2.34323333333,2.6131,2.7851,2.2847
AT1G74500,7.1565,7.30823333333,7.37493333333,5.51313333333,4.42706666667,3.95773333333,2.63096666667
AT2G22430,49.3405333333,40.4573666667,31.9429333333,30.0754666667,26.2710666667,26.9839666667,34.7691666667
AT2G22770,30.0814333333,20.0752333333,15.9019,14.5142333333,11.9542333333,11.8125,11.9858666667
AT2G25820,0.0691666666667,0.141833333333,0.133633333333,0.234,0.470966666667,1.1794,1.10103333333
AT2G37740,1.16283333333,0.901766666667,0.767033333333,0.7417,0.734633333333,0.482133333333,0.854166666667
AT2G40970,19.6118333333,25.027,23.7036,19.6632333333,29.1440333333,31.5160333333,31.6514
AT3G02940,1.23773333333,0.7674,0.610633333333,0.3888,0.387766666667,0.2854,0.376366666667
AT3G03450,13.7340333333,12.0248333333,19.0907666667,13.9901666667,7.40726666667,6.17433333333,4.0779
AT3G17600,0.444333333333,0.380466666667,0.390366666667,0.5866,0.737533333333,1.06296666667,1.33946666667
AT3G27650,0.727966666667,0.6543,0.822133333333,1.16013333333,3.1205,5.2432,6.28566666667
AT3G56970,1.85886666667,1.9173,1.61396666667,1.65086666667,1.65573333333,0.976433333333,0.690466666667
AT3G60630,10.6431333333,12.6862,13.6920666667,14.4189666667,14.9625666667,16.4307,16.4297333333
AT4G00150,26.2554,33.6122666667,36.7096333333,34.1302333333,41.5475666667,46.6993,50.2190666667
AT4G01250,4.18413333333,4.87633333333,4.4515,4.06303333333,5.9944,6.40236666667,8.10513333333
AT4G06746,0.129366666667,0.3582,0.422833333333,0.3804,0.519533333333,1.0922,1.1043
AT4G14540,7.55273333333,7.9363,7.74526666667,7.64,9.24063333333,12.6723666667,12.9497333333
AT4G25470,1.61713333333,0.821733333333,0.7482,0.766333333333,0.869333333333,0.422366666667,0.4312
AT4G27900,4.14003333333,3.58266666667,4.37536666667,5.51833333333,7.58783333333,8.31716666667,8.97903333333
AT4G29080,5.5857,5.90896666667,5.7248,5.59636666667,6.86243333333,10.0465,11.3692333333
AT4G39780,6.60183333333,6.43623333333,8.07986666667,8.60723333333,8.7742,13.0851333333,14.9271666667
AT5G12870,1.9624,1.96006666667,1.4732,1.70146666667,1.13193333333,0.831866666667,0.908866666667
AT5G19790,3.11083333333,2.6249,2.71096666667,3.46333333333,2.90446666667,6.3732,8.2373
AT5G22890,4.5932,4.59293333333,4.16046666667,5.86323333333,5.85123333333,7.52296666667,7.55163333333
AT5G25890,4.8167,5.03266666667,4.6729,7.5459,9.5219,10.8919,16.6005
AT5G58010,3.94736666667,3.80896666667,4.7025,4.13596666667,4.38093333333,6.04373333333,7.81976666667
