Target,Source,BDeu
AT2G22420,AT1G17310,-1593.13093067105
AT2G22420,AT2G43140,-1623.94000603399
AT2G22420,AT5G51780,-1624.22768806477
AT2G22420,AT5G47220,-1624.51536997056
AT2G22420,AT2G36080,-1625.90166408168
AT2G22420,AT5G53660,-1628.09888786735
AT2G22420,AT3G58190,-1643.01301125565
AT2G22420,AT1G77450,-1643.01301125565
AT2G22420,AT4G29930,-1643.01301125565
AT2G22420,AT5G17490,-1643.01301125565
AT2G22420,AT5G51790,-1643.01301125565
AT2G22420,AT1G36060,-1643.01301125565
AT2G22420,AT1G43160,-1643.01301125565
AT2G22420,AT3G03660,-1643.01301125565
AT2G22420,AT1G71030,-1643.01301125565
AT2G22420,AT2G25900,-1643.01301125565
AT2G22420,AT3G01970,-1643.01301125565
AT2G22420,AT3G16770,-1643.01301125565
AT2G22420,AT4G00730,-1643.01301125565
AT2G22420,AT5G12330,-1643.01301125565
AT2G22420,AT5G44260,-1671.21939768315
AT2G22420,AT4G28110,-1673.82208661859
AT2G22420,AT3G50330,-1674.80291570494
AT2G22420,AT5G23280,-1676.59467446583
AT2G22420,AT2G28550,-1676.59467446583
AT2G22420,AT3G60530,-1677.00013961561
AT2G22420,AT4G00180,-1677.00013961561
AT2G22420,AT5G57520,-1688.73620988189
AT2G22420,AT1G42990,-1689.59925584925
AT2G22420,AT1G49475,-1690.4101858988
AT2G22420,AT1G57560,-1692.20194478469
AT2G22420,AT3G56400,-1701.33532611553
AT2G22420,AT5G10970,-1703.41476703221
AT2G22420,AT5G39610,-1703.82023193198
AT2G22420,AT4G17500,-1704.51337911254
AT2G22420,AT4G31550,-1704.51337911254
AT2G22420,AT4G11140,-1705.89967297366
AT2G22420,AT1G06180,-1706.71060277321
AT2G22420,AT1G74840,-1706.998284929
AT2G22420,AT5G03740,-1707.11606804799
AT2G22420,AT1G28370,-1715.84398422905
AT2G22420,AT2G23340,-1717.92342539573
AT2G22420,AT3G19580,-1718.73435507028
AT2G22420,AT4G37540,-1719.71518415663
AT2G22420,AT3G06740,-1720.1206491814
AT2G22420,AT5G06710,-1721.9124081923
AT2G22420,AT2G46990,-1721.9124081923
AT2G22420,AT1G79840,-1722.89323702864
AT2G22420,AT3G10040,-1734.22384239515
AT2G22420,AT3G15210,-1736.01560140605
AT2G22420,AT5G47640,-1736.01560140605
AT2G22420,AT1G47760,-1736.42106630582
AT2G22420,AT5G67060,-1749.54343055823
AT2G22420,AT3G02550,-1750.52425939457
AT2G22420,AT1G44830,-1755.2063893717
AT2G22420,AT5G13910,-1764.33977070254
AT2G22420,AT4G05100,-1764.74523560231
AT2G22420,AT5G48890,-1765.72606456366
AT2G22420,AT3G61630,-1766.13152983843
AT2G22420,AT5G10120,-1766.41921174422
AT2G22420,AT2G45160,-1768.21097038011
AT2G22420,AT5G64750,-1768.3287537491
AT2G22420,AT5G08330,-1769.71504761022
AT2G22420,AT3G58710,-1769.71504761022
AT2G22420,AT5G60850,-1779.54157599662
AT2G22420,AT4G09460,-1782.43194696285
AT2G22420,AT1G64380,-1783.53055891818
AT2G22420,AT5G53980,-1787.40175859576
AT2G22420,AT3G15030,-1796.12967502682
AT2G22420,AT5G41570,-1796.5351401766
AT2G22420,AT2G47890,-1797.51596901294
AT2G22420,AT4G16750,-1799.02004599305
AT2G22420,AT5G17810,-1799.42551101783
AT2G22420,AT1G52890,-1799.71319292361
AT2G22420,AT5G43170,-1808.96435749844
AT2G22420,AT5G47230,-1810.35065148456
AT2G22420,AT3G23240,-1813.93416913135
AT2G22420,AT1G67100,-1814.62731618691
AT2G22420,AT2G46970,-1827.34421553954
AT2G22420,AT1G53230,-1829.54143945021
AT2G22420,AT1G68840,-1832.71949219723
AT2G22420,AT3G49930,-1833.41263912779
AT2G22420,AT1G25560,-1840.06111489217
AT2G22420,AT4G14550,-1888.96236626543
AT2G22420,AT3G25730,-1930.69658209511
AT2G22420,AT3G60390,-1933.87463484212
