Target,Source,BDeu
AT5G15630,AT1G36060,-21.8763861586286
AT5G15630,AT1G74840,-22.2448099366744
AT5G15630,AT3G03660,-22.2448099366744
AT5G15630,AT5G23280,-25.5589947212812
AT5G15630,AT5G10970,-25.5589947212812
AT5G15630,AT3G58190,-28.4857333168009
AT5G15630,AT4G37540,-28.4857333168009
AT5G15630,AT3G15210,-33.5934942406624
AT5G15630,AT2G23340,-33.5934942406624
AT5G15630,AT3G61630,-33.5934942406624
AT5G15630,AT3G50330,-36.6368800639189
AT5G15630,AT5G53980,-40.0591379062968
AT5G15630,AT4G31550,-42.1156972265437
AT5G15630,AT1G43160,-43.5775855140283
AT5G15630,AT4G11140,-45.7962060064648
AT5G15630,AT5G39610,-46.5961321151099
AT5G15630,AT4G28110,-48.904770006371
AT5G15630,AT5G03740,-50.4704051059953
AT5G15630,AT5G41570,-50.7087604288234
AT5G15630,AT1G42990,-55.0020479003987
AT5G15630,AT1G28370,-58.2387372420769
AT5G15630,AT3G10040,-59.7750733707879
AT5G15630,AT3G06740,-59.9442444264655
AT5G15630,AT2G28550,-60.3036903969281
AT5G15630,AT5G47640,-60.3036903969281
AT5G15630,AT1G64380,-62.8770625338141
AT5G15630,AT5G13910,-68.1025200422839
AT5G15630,AT5G44260,-68.1025200422839
AT5G15630,AT5G67060,-68.1025200422839
AT5G15630,AT5G60850,-68.8956156226155
AT5G15630,AT3G49930,-69.141943255759
AT5G15630,AT5G06710,-70.1294025574743
AT5G15630,AT4G17500,-70.2972099251674
AT5G15630,AT5G08330,-72.5937152322942
AT5G15630,AT1G57560,-73.7903439322231
AT5G15630,AT2G46970,-76.0374631733198
AT5G15630,AT3G19580,-77.0982159923714
AT5G15630,AT5G43170,-78.0908276188801
AT5G15630,AT1G68840,-79.1072014761854
AT5G15630,AT3G23240,-81.505096428908
AT5G15630,AT3G60390,-82.6793787641975
AT5G15630,AT5G47230,-85.7724532945502
AT5G15630,AT1G67100,-86.7570423539895
AT5G15630,AT2G45160,-93.0125009137614
AT5G15630,AT1G52890,-93.1927940230739
AT5G15630,AT5G47220,-93.2963951570981
AT5G15630,AT1G25560,-93.3656600410113
AT5G15630,AT3G25730,-93.505211869573
AT5G15630,AT4G16750,-94.1994891895726
