Row,t0,t1,t2,t3,t4,t5,t6
AT1G25560,0,0,0,1,1,1,1
AT1G42990,1,0,0,0,0,1,1
AT1G68840,0,0,1,1,1,1,1
AT2G28550,1,1,0,0,0,1,1
AT2G46970,1,0,0,0,1,0,1
AT3G50330,0,0,1,0,1,1,1
AT4G16750,1,1,1,0,0,0,0
AT5G03740,1,0,0,0,1,1,1
AT5G10970,1,1,0,0,0,1,1
AT5G13910,0,0,0,1,1,1,1
AT5G60850,1,1,0,0,0,0,1
