Row,t0,t1,t2,t3,t4,t5,t6
AT2G28110,2,1,1,0,0,1,2
AT3G18660,2,2,1,0,1,1,0
AT4G18780,2,2,1,1,1,0,0
AT5G17420,2,2,1,1,1,0,0
AT5G44030,2,1,1,1,2,0,0
